Timestamp,Roll_Angle,Pitch_Angle,Yaw_Angle,Altitude,Roll_Setpoint,Pitch_Setpoint,Yaw_Setpoint,Altitude_Setpoint
2025-09-04T15:58:14.437904,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.438905,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.468324,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.498514,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.608597,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.610600,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.612598,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.614597,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.616598,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.731910,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.733911,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.734911,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.735910,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.736911,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.856157,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.858171,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.860158,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.861158,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.863164,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.980156,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.981155,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.982154,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.983155,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:14.984159,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.103162,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.104155,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.105157,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.107156,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.226454,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.227459,-2.750,2.190,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.229459,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.230459,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.231460,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.335790,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.336795,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.337795,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.338795,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.340798,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.446144,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.447143,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.448143,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.449144,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.451145,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.556132,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.558135,-2.750,2.210,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.559135,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.561133,-2.760,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.562132,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.677968,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.679979,-2.750,2.200,0.270,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.680969,-2.750,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.681971,-2.750,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.683094,-2.750,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.801758,-2.750,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.803760,-2.750,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.804761,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.805761,-2.760,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.806762,-2.760,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.913307,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.915307,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.917308,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.919312,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:15.920309,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.037316,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.038306,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.040305,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.042308,-2.760,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.044308,-2.760,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.160018,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.162019,-2.760,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.163019,-2.750,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.164020,-2.760,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.165019,-2.760,2.190,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.283621,-2.760,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.284620,-2.760,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.285620,-2.760,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.286621,-2.760,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.288621,-2.760,2.200,0.280,-85.3,0.200,-0.300,180.360,1000.0
2025-09-04T15:58:16.407740,-2.760,2.210,0.280,-85.3,0.200,-0.300,180.360,1000.0
