Timestamp,Roll_Angle,Pitch_Angle,Yaw_Angle,Altitude,Roll_Setpoint,Pitch_Setpoint,Yaw_Setpoint,Altitude_Setpoint
2025-09-10T15:34:43.838306,-1.820,2.340,96.570,-7.4,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:43.855309,-1.770,2.370,96.570,-10.6,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:43.909309,-1.710,2.370,96.570,-13.4,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:43.911305,-1.660,2.380,96.570,-16.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:43.939308,-1.620,2.390,96.570,-18.3,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:43.942308,-1.580,2.410,96.570,-20.4,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:43.971309,-1.540,2.410,96.570,-22.2,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:43.999821,-1.500,2.420,96.570,-23.9,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.003822,-1.460,2.440,96.570,-25.5,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.029820,-1.430,2.450,96.570,-26.8,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.030820,-1.410,2.470,96.560,-28.1,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.059820,-1.380,2.490,96.560,-29.2,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.089819,-0.660,2.500,96.570,-30.2,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.092820,-0.640,2.510,96.560,-31.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.134820,-0.620,2.510,96.560,-31.9,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.136822,-0.610,2.510,96.560,-32.6,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.165366,-0.590,2.520,96.560,-33.2,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.181010,-0.570,2.520,96.570,-33.8,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.211021,-0.560,2.510,96.570,-34.3,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.241009,-0.540,2.520,96.570,-34.8,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.242008,-0.520,2.520,96.570,-35.2,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.271009,-0.510,2.520,96.570,-35.6,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.272551,-0.500,2.520,96.570,-35.9,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.301021,-0.490,2.520,96.570,-36.3,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.331018,-0.470,2.520,96.570,-36.5,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.332019,-0.440,2.510,96.570,-36.8,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.361040,-0.410,2.490,96.570,-37.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.362043,-0.360,2.450,96.570,-37.2,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.406041,-0.320,2.400,96.580,-37.4,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.436042,-0.270,2.350,96.580,-37.6,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.438041,-0.240,2.310,96.580,-37.8,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.466040,-0.230,2.300,96.570,-37.9,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.467052,-0.230,2.300,96.570,-38.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:34:44.496068,-0.220,2.300,96.570,-38.1,0.400,-0.400,181.080,1000.0
