Roll	Pitch	Yaw	Alt	RollSetpoint	PitchSetpoint	YawSetpoint	AltSetpoint
-0.31	0.49	52.54	-57.3	0	1.42	180.36	1066	
-0.39	0.22	52.53	-57.3	0	1.43	180.36	1066	
-0.42	-0.1	52.52	-57.3	0	1.44	180.36	1066	
-0.48	-0.34	52.53	-57.3	0	1.45	180.36	1066	
-0.43	-0.55	52.51	-57.3	0	1.46	180.36	1066	
-0.35	-0.65	52.51	-57.3	0	1.47	180.36	1066	
-0.25	-0.67	52.5	-57.3	0	1.48	180.36	1066	
-0.18	-0.57	52.5	-57.3	0	1.49	180.36	1066	
-0.11	-0.39	52.48	-57.3	0	1.5	180.36	1066	
-0.07	-0.1	52.46	-57.3	0	1.51	180.36	1066	
-0.04	0.2	52.49	-57.3	0	1.52	180.36	1066	
-0.03	0.47	52.48	-57.3	0	1.53	180.36	1066	
-0.01	0.66	52.49	-57.3	0	1.54	180.36	1066	
-0.05	0.79	52.49	-57.3	0	1.55	180.36	1066	
-0.1	0.8	52.5	-57.2	0	1.56	180.36	1066	
-0.21	0.71	52.49	-57.2	0	1.57	180.36	1066	
-0.25	0.55	52.48	-57.2	0	1.58	180.36	1066	
-0.29	0.34	52.47	-57.2	0	1.59	180.36	1066	
-0.29	0.12	52.46	-57.2	0	1.6	180.36	1066	
-0.27	0.01	52.5	-57.2	0	1.61	180.36	1066	
-0.21	-0.06	52.49	-57.2	0	1.62	180.36	1066	
-0.12	-0.03	52.48	-57.2	0	1.63	180.36	1066	
-0.04	0.06	52.46	-57.2	0	1.64	180.36	1066	
0	0.29	52.42	-57.3	0	1.65	180.36	1066	
0.04	0.55	52.41	-57.3	0	1.66	180.36	1066	
0.06	0.88	52.43	-57.3	0	1.67	180.36	1066	
0.08	1.13	52.43	-57.3	0	1.68	180.36	1066	
0.09	1.29	52.43	-57.3	0	1.69	180.36	1066	
0	1.4	52.42	-57.3	0	1.7	180.36	1066	
-0.05	1.37	52.42	-57.3	0	1.71	180.36	1066	
-0.08	1.16	52.43	-57.3	0	1.72	180.36	1066	
-0.11	0.9	52.43	-57.3	0	1.73	180.36	1066	
-0.18	0.64	52.43	-57.3	0	1.74	180.36	1066	
-0.17	0.43	52.42	-57.3	0	1.75	180.36	1066	
-0.12	0.24	52.4	-57.3	0	1.76	180.36	1066	
-0.04	0.19	52.41	-57.3	0	1.77	180.36	1066	
0	0.22	52.41	-57.3	0	1.78	180.36	1066	
0.03	0.39	52.38	-57.3	0	1.79	180.36	1066	
0.08	0.59	52.39	-57.3	0	1.8	180.36	1066	
0.09	0.84	52.39	-57.3	0	1.81	180.36	1066	
0.12	1.05	52.39	-57.3	0	1.82	180.36	1066	
0.09	1.21	52.38	-57.3	0	1.83	180.36	1066	
0	1.35	52.38	-57.3	0	1.84	180.36	1066	
-0.1	1.38	52.37	-57.3	0	1.85	180.36	1066	
-0.19	1.26	52.37	-57.3	0	1.86	180.36	1066	
-0.25	1.05	52.38	-57.2	0	1.87	180.36	1066	
-0.26	0.83	52.37	-57.2	0	1.88	180.36	1066	
-0.27	0.62	52.38	-57.2	0	1.89	180.36	1066	
-0.3	0.5	52.39	-57.3	0	1.9	180.36	1066	
-0.29	0.47	52.39	-57.3	0	1.91	180.36	1066	
-0.24	0.52	52.39	-57.3	0	1.92	180.36	1066	
-0.22	0.65	52.41	-57.3	0	1.93	180.36	1066	
-0.21	0.83	52.4	-57.3	0	1.94	180.36	1066	
-0.16	0.99	52.41	-57.3	0	1.95	180.36	1066	
-0.17	1.13	52.42	-57.3	0	1.96	180.36	1066	
-0.19	1.25	52.42	-57.3	0	1.97	180.36	1066	
-0.18	1.29	52.41	-57.3	0	1.98	180.36	1066	
-0.2	1.21	52.42	-57.3	0	1.99	180.36	1066	
-0.2	1.11	52.42	-57.3	0	2	180.36	1066	
-0.27	0.99	52.45	-57.3	0	2.01	180.36	1066	
-0.3	0.79	52.45	-57.3	0	2.02	180.36	1066	
-0.36	0.61	52.43	-57.3	0	2.03	180.36	1066	
-0.36	0.47	52.42	-57.3	0	2.04	180.36	1066	
-0.35	0.4	52.42	-57.3	0	2.05	180.36	1066	
-0.34	0.43	52.44	-57.3	0	2.06	180.36	1066	
-0.27	0.54	52.43	-57.3	0	2.07	180.36	1066	
-0.25	0.77	52.44	-57.3	0	2.08	180.36	1066	
-0.21	1.02	52.43	-57.3	0	2.09	180.36	1066	
-0.15	1.29	52.46	-57.2	0	2.1	180.36	1066	
-0.14	1.52	52.49	-57.2	0	2.11	180.36	1066	
-0.14	1.67	52.5	-57.2	0	2.12	180.36	1066	
-0.17	1.72	52.49	-57.2	0	2.13	180.36	1066	
-0.15	1.62	52.48	-57.2	0	2.14	180.36	1066	
-0.17	1.46	52.48	-57.2	0	2.15	180.36	1066	
-0.2	1.28	52.48	-57.3	0	2.16	180.36	1066	
-0.25	1.13	52.49	-57.2	0	2.17	180.36	1066	
-0.31	1.04	52.49	-57.2	0	2.18	180.36	1066	
-0.29	0.98	52.48	-57.2	0	2.19	180.36	1066	
-0.3	1.06	52.49	-57.2	0	2.2	180.36	1066	
-0.26	1.19	52.49	-57.3	0	2.21	180.36	1066	
-0.21	1.46	52.5	-57.3	0	2.22	180.36	1066	
-0.18	1.76	52.51	-57.3	0	2.23	180.36	1066	
-0.15	2.01	52.51	-57.2	0	2.24	180.36	1066	
-0.19	2.23	52.52	-57.2	0	2.25	180.36	1066	
-0.21	2.37	52.53	-57.2	0	2.26	180.36	1066	
-0.23	2.35	52.55	-57.2	0	2.27	180.36	1066	
-0.25	2.2	52.56	-57.2	0	2.28	180.36	1066	
-0.28	1.99	52.57	-57.2	0	2.29	180.36	1066	
-0.32	1.82	52.56	-57.2	0	2.3	180.36	1066	
-0.37	1.65	52.54	-57.2	0	2.31	180.36	1066	
-0.36	1.53	52.52	-57.2	0	2.32	180.36	1066	
-0.37	1.55	52.54	-57.2	0	2.33	180.36	1066	
-0.36	1.63	52.53	-57.2	0	2.34	180.36	1066	
-0.33	1.85	52.53	-57.2	0	2.35	180.36	1066	
-0.3	2.08	52.54	-57.2	0	2.36	180.36	1066	
-0.25	2.29	52.54	-57.2	0	2.37	180.36	1066	
-0.22	2.49	52.56	-57.2	0	2.38	180.36	1066	
-0.21	2.6	52.56	-57.2	0	2.39	180.36	1066	
-0.21	2.57	52.57	-57.2	0	2.4	180.36	1066	
-0.24	2.42	52.57	-57.2	0	2.41	180.36	1066	
-0.28	2.22	52.57	-57.2	0	2.42	180.36	1066	
-0.31	1.94	52.56	-57.2	0	2.43	180.36	1066	
-0.37	1.63	52.55	-57.2	0	2.44	180.36	1066	
-0.41	1.39	52.53	-57.2	0	2.45	180.36	1066	
-0.48	1.3	52.55	-57.2	0	2.46	180.36	1066	
-0.49	1.23	52.51	-57.2	0	2.47	180.36	1066	
-0.48	1.33	52.52	-57.2	0	2.48	180.36	1066	
-0.47	1.49	52.52	-57.2	0	2.49	180.36	1066	
-0.42	1.72	52.54	-57.2	0	2.5	180.36	1066	
-0.39	1.93	52.57	-57.2	0	2.51	180.36	1066	
-0.4	2.15	52.57	-57.2	0	2.52	180.36	1066	
-0.37	2.28	52.57	-57.2	0	2.53	180.36	1066	
-0.43	2.38	52.58	-57.2	0	2.54	180.36	1066	
-0.47	2.34	52.59	-57.2	0	2.55	180.36	1066	
-0.51	2.21	52.6	-57.2	0	2.56	180.36	1066	
-0.55	2.02	52.6	-57.2	0	2.57	180.36	1066	
-0.56	1.81	52.6	-57.2	0	2.58	180.36	1066	
-0.58	1.61	52.58	-57.2	0	2.59	180.36	1066	
-0.61	1.54	52.58	-57.2	0	2.6	180.36	1066	
-0.63	1.54	52.59	-57.2	0	2.61	180.36	1066	
-0.6	1.68	52.59	-57.2	0	2.62	180.36	1066	
-0.55	1.93	52.62	-57.2	0	2.63	180.36	1066	
-0.49	2.22	52.64	-57.2	0	2.64	180.36	1066	
-0.4	2.52	52.65	-57.2	0	2.65	180.36	1066	
-0.35	2.72	52.67	-57.2	0	2.66	180.36	1066	
-0.36	2.87	52.7	-57.2	0	2.67	180.36	1066	
-0.38	2.9	52.71	-57.2	0	2.68	180.36	1066	
-0.38	2.78	52.72	-57.2	0	2.69	180.36	1066	
-0.4	2.56	52.72	-57.2	0	2.7	180.36	1066	
-0.44	2.31	52.7	-57.2	0	2.71	180.36	1066	
-0.51	2.1	52.69	-57.2	0	2.72	180.36	1066	
-0.6	2.01	52.7	-57.2	0	2.73	180.36	1066	
-0.65	1.95	52.69	-57.2	0	2.74	180.36	1066	
-0.63	2.01	52.69	-57.2	0	2.75	180.36	1066	
-0.59	2.14	52.69	-57.2	0	2.76	180.36	1066	
-0.53	2.37	52.68	-57.2	0	2.77	180.36	1066	
-0.47	2.54	52.72	-57.2	0	2.78	180.36	1066	
-0.43	2.73	52.73	-57.2	0	2.79	180.36	1066	
-0.44	2.85	52.73	-57.2	0	2.8	180.36	1066	
-0.4	2.87	52.73	-57.2	0	2.81	180.36	1066	
-0.4	2.75	52.74	-57.2	0	2.82	180.36	1066	
-0.42	2.61	52.74	-57.2	0	2.83	180.36	1066	
-0.48	2.37	52.73	-57.2	0	2.84	180.36	1066	
-0.56	2.1	52.72	-57.2	0	2.85	180.36	1066	
-0.59	1.88	52.7	-57.2	0	2.86	180.36	1066	
-0.64	1.65	52.71	-57.2	0	2.87	180.36	1066	
-0.68	1.45	52.71	-57.2	0	2.88	180.36	1066	
-0.67	1.33	52.72	-57.2	0	2.89	180.36	1066	
-0.64	1.21	52.75	-57.2	0	2.9	180.36	1066	
-0.6	1.18	52.76	-57.2	0	2.91	180.36	1066	
-0.55	1.16	52.78	-57.2	0	2.92	180.36	1066	
-0.54	1.17	52.78	-57.2	0	2.93	180.36	1066	
-0.53	1.2	52.77	-57.2	0	2.94	180.36	1066	
-0.51	1.22	52.78	-57.2	0	2.95	180.36	1066	
-0.54	1.26	52.78	-57.2	0	2.96	180.36	1066	
-0.55	1.34	52.78	-57.2	0	2.97	180.36	1066	
-0.56	1.36	52.79	-57.2	0	2.98	180.36	1066	
-0.6	1.41	52.79	-57.2	0	2.99	180.36	1066	
-0.63	1.41	52.79	-57.2	0	3	180.36	1066	
-0.63	1.36	52.79	-57.2	0	3.01	180.36	1066	
-0.64	1.35	52.8	-57.1	0	3.02	180.36	1066	
-0.67	1.31	52.82	-57.2	0	3.03	180.36	1066	
-0.69	1.26	52.81	-57.2	0	3.04	180.36	1066	
-0.71	1.25	52.82	-57.2	0	3.05	180.36	1066	
-0.73	1.21	52.84	-57.2	0	3.06	180.36	1066	
-0.74	1.15	52.82	-57.2	0	3.07	180.36	1066	
-0.74	1.14	52.83	-57.2	0	3.08	180.36	1066	
-0.77	1.12	52.84	-57.1	0	3.09	180.36	1066	
-0.81	1.12	52.82	-57.1	0	3.1	180.36	1066	
-0.81	1.12	52.84	-57.1	0	3.11	180.36	1066	
-0.83	1.11	52.86	-57.1	0	3.12	180.36	1066	
-0.83	1.14	52.86	-57.1	0	3.13	180.36	1066	
-0.83	1.13	52.88	-57.1	0	3.14	180.36	1066	
-0.87	1.15	52.88	-57.1	0	3.15	180.36	1066	
-0.9	1.19	52.87	-57.1	0	3.16	180.36	1066	
-0.9	1.2	52.88	-57.1	0	3.17	180.36	1066	
-0.92	1.23	52.89	-57.1	0	3.18	180.36	1066	
-0.92	1.23	52.88	-57.1	0	3.19	180.36	1066	
-0.9	1.22	52.89	-57.1	0	3.2	180.36	1066	
-0.92	1.25	52.9	-57.1	0	3.21	180.36	1066	
-0.88	1.26	52.9	-57.1	0	3.22	180.36	1066	
-0.85	1.26	52.92	-57.1	0	3.23	180.36	1066	
-0.82	1.29	52.93	-57	0	3.24	180.36	1066	
-0.79	1.26	52.92	-57	0	3.25	180.36	1066	
-0.8	1.25	52.93	-57	0	3.26	180.36	1066	
-0.84	1.26	52.93	-57	0	3.27	180.36	1066	
-0.84	1.22	52.93	-57	0	3.28	180.36	1066	
-0.85	1.22	52.94	-57	0	3.29	180.36	1066	
-0.88	1.22	52.96	-57	0	3.3	180.36	1066	
-0.89	1.2	52.95	-57	0	3.31	180.36	1066	
-0.89	1.23	52.96	-57	0	3.32	180.36	1066	
-0.88	1.22	52.96	-57	0	3.33	180.36	1066	
-0.86	1.21	52.96	-57	0	3.34	180.36	1066	
-0.85	1.24	52.98	-57.1	0	3.35	180.36	1066	
-0.83	1.22	52.97	-57.1	0	3.36	180.36	1066	
-0.8	1.2	52.96	-57.1	0	3.37	180.36	1066	
-0.8	1.25	52.96	-57.1	0	3.38	180.36	1066	
-0.81	1.24	52.96	-57.1	0	3.39	180.36	1066	
-0.82	1.24	52.95	-57.1	0	3.4	180.36	1066	
-0.83	1.26	52.96	-57.1	0	3.41	180.36	1066	
-0.85	1.25	52.96	-57.1	0	3.42	180.36	1066	
-0.85	1.26	52.96	-57.1	0	3.43	180.36	1066	
-0.84	1.29	52.96	-57.1	0	3.44	180.36	1066	
-0.83	1.26	52.96	-57.1	0	3.45	180.36	1066	
-0.82	1.3	52.95	-57.1	0	3.46	180.36	1066	
-0.83	1.32	52.96	-57.1	0	3.47	180.36	1066	
-0.82	1.3	52.95	-57.1	0	3.48	180.36	1066	
-0.79	1.32	52.96	-57.1	0	3.49	180.36	1066	
-0.78	1.33	52.97	-57.1	0	3.5	180.36	1066	
-0.77	1.3	52.96	-57.1	0	3.51	180.36	1066	
-0.76	1.32	52.97	-57	0	3.52	180.36	1066	
-0.75	1.31	52.98	-57	0	3.53	180.36	1066	
-0.75	1.32	52.97	-57	0	3.54	180.36	1066	
-0.73	1.36	52.98	-57.1	0	3.55	180.36	1066	
-0.72	1.36	52.99	-57.1	0	3.56	180.36	1066	
-0.74	1.37	52.98	-57.1	0	3.57	180.36	1066	
-0.73	1.42	52.99	-57.1	0	3.58	180.36	1066	
-0.75	1.44	52.99	-57.1	0	3.59	180.36	1066	
-0.75	1.43	52.98	-57.1	0	3.6	180.36	1066	
-0.74	1.47	52.99	-57.1	0	3.61	180.36	1066	
-0.73	1.48	53	-57.1	0	3.62	180.36	1066	
-0.71	1.48	52.98	-57.1	0	3.63	180.36	1066	
-0.65	1.51	52.98	-57.1	0	3.64	180.36	1066	
-0.63	1.52	52.97	-57.1	0	3.65	180.36	1066	
-0.64	1.55	52.96	-57.1	0	3.66	180.36	1066	
-0.62	1.61	52.97	-57.1	0	3.67	180.36	1066	
-0.62	1.63	52.98	-57.2	0	3.68	180.36	1066	
-0.66	1.67	52.97	-57.2	0	3.69	180.36	1066	
-0.68	1.73	52.97	-57.2	0	3.7	180.36	1066	
-0.67	1.72	52.97	-57.2	0	3.71	180.36	1066	
-0.67	1.71	52.97	-57.2	0	3.72	180.36	1066	
-0.65	1.74	52.98	-57.2	0	3.73	180.36	1066	
-0.61	1.72	52.98	-57.2	0	3.74	180.36	1066	
-0.62	1.73	52.98	-57.2	0	3.75	180.36	1066	
-0.59	1.76	52.96	-57.2	0	3.76	180.36	1066	
-0.56	1.79	52.97	-57.2	0	3.77	180.36	1066	
-0.61	1.84	52.96	-57.2	0	3.78	180.36	1066	
-0.63	1.89	52.94	-57.1	0	3.79	180.36	1066	
-0.62	1.92	52.94	-57.1	0	3.8	180.36	1066	
-0.67	1.96	52.96	-57.1	0	3.81	180.36	1066	
-0.68	1.98	52.94	-57.1	0	3.82	180.36	1066	
-0.65	2	52.93	-57.1	0	3.83	180.36	1066	
-0.64	2.01	52.94	-57.1	0	3.84	180.36	1066	
-0.68	2.06	52.94	-57.1	0	3.85	180.36	1066	
-0.66	2.1	52.94	-57.1	0	3.86	180.36	1066	
-0.61	2.09	52.94	-57.1	0	3.87	180.36	1066	
-0.61	2.13	52.95	-57.1	0	3.88	180.36	1066	
-0.59	2.18	52.95	-57.1	0	3.89	180.36	1066	
-0.56	2.18	52.96	-57.1	0	3.9	180.36	1066	
-0.58	2.21	52.98	-57.1	0	3.91	180.36	1066	
-0.6	2.26	52.99	-57.1	0	3.92	180.36	1066	
-0.61	2.25	52.98	-57.1	0	3.93	180.36	1066	
-0.65	2.26	52.97	-57.1	0	3.94	180.36	1066	
-0.7	2.27	52.96	-57.1	0	3.95	180.36	1066	
-0.71	2.26	52.95	-57.1	0	3.96	180.36	1066	
-0.72	2.25	52.96	-57.1	0	3.97	180.36	1066	
-0.77	2.28	52.97	-57.1	0	3.98	180.36	1066	
-0.78	2.3	52.97	-57.1	0	3.99	180.36	1066	
-0.74	2.3	52.98	-57.1	0	4	180.36	1066	
-0.78	2.35	53.01	-57.1	0	4.01	180.36	1066	
-0.76	2.39	53.04	-57.1	0	4.02	180.36	1066	
-0.74	2.4	53.04	-57.1	0	4.03	180.36	1066	
-0.74	2.44	53.06	-57.1	0	4.04	180.36	1066	
-0.72	2.47	53.05	-57.1	0	4.05	180.36	1066	
-0.67	2.46	53.06	-57.1	0	4.06	180.36	1066	
-0.69	2.46	53.08	-57.1	0	4.07	180.36	1066	
-0.73	2.49	53.08	-57.1	0	4.08	180.36	1066	
-0.75	2.49	53.07	-57.1	0	4.09	180.36	1066	
-0.77	2.5	53.07	-57.1	0	4.1	180.36	1066	
-0.86	2.54	53.06	-57.1	0	4.11	180.36	1066	
-0.89	2.55	53.04	-57.1	0	4.12	180.36	1066	
-0.91	2.54	53.05	-57.1	0	4.13	180.36	1066	
-0.96	2.58	53.07	-57.1	0	4.14	180.36	1066	
-0.96	2.59	53.07	-57.1	0	4.15	180.36	1066	
-0.99	2.59	53.09	-57.1	0	4.16	180.36	1066	
-1.04	2.63	53.1	-57.1	0	4.17	180.36	1066	
-1.05	2.67	53.1	-57.1	0	4.18	180.36	1066	
-1.02	2.66	53.13	-57.1	0	4.19	180.36	1066	
-1.03	2.7	53.14	-57.1	0	4.2	180.36	1066	
-0.99	2.72	53.16	-57.1	0	4.21	180.36	1066	
-0.98	2.76	53.19	-57.1	0	4.22	180.36	1066	
-1.05	2.8	53.2	-57.1	0	4.23	180.36	1066	
-1.06	2.85	53.21	-57.1	0	4.24	180.36	1066	
-1.06	2.88	53.22	-57.1	0	4.25	180.36	1066	
-1.09	2.89	53.22	-57.1	0	4.26	180.36	1066	
-1.09	2.91	53.21	-57.1	0	4.27	180.36	1066	
-1.09	2.93	53.24	-57.1	0	4.28	180.36	1066	
-1.1	2.94	53.24	-57.1	0	4.29	180.36	1066	
-1.11	2.97	53.24	-57.1	0	4.3	180.36	1066	
-1.11	3.01	53.27	-57.1	0	4.31	180.36	1066	
-1.11	3.02	53.27	-57.1	0	4.32	180.36	1066	
-1.08	3.03	53.27	-57.1	0	4.33	180.36	1066	
-1.08	3.07	53.28	-57.1	0	4.34	180.36	1066	
-1.06	3.08	53.28	-57.1	0	4.35	180.36	1066	
-1.02	3.06	53.27	-57.1	0	4.36	180.36	1066	
-1.05	3.09	53.28	-57.1	0	4.37	180.36	1066	
-1.04	3.1	53.28	-57.1	0	4.38	180.36	1066	
-1.01	3.1	53.29	-57.1	0	4.39	180.36	1066	
-1.03	3.13	53.31	-57.1	0	4.4	180.36	1066	
-1.01	3.15	53.3	-57.1	0	4.41	180.36	1066	
-0.99	3.14	53.31	-57.1	0	4.42	180.36	1066	
-1.01	3.15	53.31	-57.1	0	4.43	180.36	1066	
-1.04	3.18	53.29	-57.1	0	4.44	180.36	1066	
-1.02	3.19	53.3	-57.1	0	4.45	180.36	1066	
-1.03	3.19	53.32	-57.1	0	4.46	180.36	1066	
-1.04	3.2	53.31	-57.1	0	4.47	180.36	1066	
-1.02	3.22	53.33	-57.1	0	4.48	180.36	1066	
-1.03	3.23	53.33	-57.1	0	4.49	180.36	1066	
-1.07	3.26	53.31	-57.1	0	4.5	180.36	1066	
-1.09	3.31	53.29	-57.1	0	4.51	180.36	1066	
-1.12	3.31	53.3	-57.1	0	4.52	180.36	1066	
-1.16	3.34	53.28	-57.1	0	4.53	180.36	1066	
-1.17	3.39	53.28	-57.1	0	4.54	180.36	1066	
-1.16	3.41	53.29	-57.1	0	4.55	180.36	1066	
-1.15	3.41	53.29	-57.1	0	4.56	180.36	1066	
-1.12	3.44	53.3	-57.1	0	4.57	180.36	1066	
-1.09	3.45	53.32	-57.1	0	4.58	180.36	1066	
-1.04	3.46	53.32	-57.1	0	4.59	180.36	1066	
-1.02	3.48	53.32	-57.1	0	4.6	180.36	1066	
-1.01	3.52	53.33	-57	0	4.61	180.36	1066	
-0.99	3.53	53.32	-57	0	4.62	180.36	1066	
-0.98	3.53	53.31	-57	0	4.63	180.36	1066	
-1.02	3.58	53.32	-57	0	4.64	180.36	1066	
-1.03	3.61	53.3	-57	0	4.65	180.36	1066	
-1	3.62	53.3	-57	0	4.66	180.36	1066	
-1	3.66	53.3	-57	0	4.67	180.36	1066	
-1.01	3.72	53.3	-57	0	4.68	180.36	1066	
-0.97	3.76	53.29	-57	0	4.69	180.36	1066	
-0.95	3.79	53.31	-57	0	4.7	180.36	1066	
-0.93	3.82	53.31	-57	0	4.71	180.36	1066	
-0.89	3.85	53.3	-57.1	0	4.72	180.36	1066	
-0.84	3.88	53.29	-57.1	0	4.73	180.36	1066	
-0.84	3.91	53.29	-57.1	0	4.74	180.36	1066	
-0.86	3.95	53.26	-57.1	0	4.75	180.36	1066	
-0.84	3.98	53.25	-57.1	0	4.76	180.36	1066	
-0.81	4.01	53.27	-57.1	0	4.77	180.36	1066	
-0.83	4.03	53.27	-57.1	0	4.78	180.36	1066	
-0.83	4.04	53.24	-57.1	0	4.79	180.36	1066	
-0.82	4.08	53.23	-57.1	0	4.8	180.36	1066	
-0.82	4.12	53.22	-57.1	0	4.81	180.36	1066	
-0.83	4.16	53.22	-57.1	0	4.82	180.36	1066	
-0.82	4.2	53.2	-57.1	0	4.83	180.36	1066	
-0.81	4.23	53.2	-57.1	0	4.84	180.36	1066	
-0.81	4.27	53.21	-57.1	0	4.85	180.36	1066	
-0.82	4.31	53.22	-57.1	0	4.86	180.36	1066	
-0.8	4.34	53.21	-57.1	0	4.87	180.36	1066	
-0.75	4.37	53.2	-57.1	0	4.88	180.36	1066	
-0.73	4.42	53.2	-57.1	0	4.89	180.36	1066	
-0.71	4.46	53.2	-57.1	0	4.9	180.36	1066	
-0.69	4.5	53.19	-57.1	0	4.91	180.36	1066	
-0.65	4.55	53.17	-57	0	4.92	180.36	1066	
-0.66	4.61	53.19	-57	0	4.93	180.36	1066	
-0.69	4.66	53.19	-57	0	4.94	180.36	1066	
-0.75	4.72	53.18	-57	0	4.95	180.36	1066	
-0.77	4.75	53.17	-57	0	4.96	180.36	1066	
-0.79	4.78	53.17	-57	0	4.97	180.36	1066	
-0.8	4.81	53.18	-57	0	4.98	180.36	1066	
-0.78	4.83	53.2	-57	0	4.99	180.36	1066	
-0.76	4.82	53.21	-57	0	5	180.36	1066	
-0.71	4.82	53.2	-57.1	0	5	180.36	1066	
-0.69	4.84	53.21	-57.1	0	5	180.36	1066	
-0.64	4.85	53.23	-57.1	0	5	180.36	1066	
-0.65	4.86	53.23	-57.1	0	5	180.36	1066	
-0.62	4.86	53.22	-57.1	0	5	180.36	1066	
-0.62	4.87	53.21	-57.1	0	5	180.36	1066	
-0.65	4.89	53.22	-57.1	0	5	180.36	1066	
-0.66	4.9	53.21	-57.1	0	5	180.36	1066	
-0.68	4.89	53.21	-57.1	0	5	180.36	1066	
-0.65	4.84	53.19	-57.1	0	5	180.36	1066	
-0.63	4.81	53.19	-57.1	0	5	180.36	1066	
-0.67	4.79	53.19	-57	0	5	180.36	1066	
-0.62	4.77	53.2	-57	0	5	180.36	1066	
-0.6	4.73	53.18	-57	0	5	180.36	1066	
-0.59	4.71	53.18	-57	0	5	180.36	1066	
-0.6	4.71	53.18	-57	0	5	180.36	1066	
-0.58	4.71	53.17	-57	0	5	180.36	1066	
-0.55	4.69	53.17	-57	0	5	180.36	1066	
-0.52	4.69	53.18	-57.1	0	5	180.36	1066	
-0.52	4.69	53.2	-57.1	0	5	180.36	1066	
-0.52	4.7	53.18	-57	0	5	180.36	1066	
-0.5	4.72	53.18	-57.1	0	5	180.36	1066	
-0.47	4.72	53.16	-57.1	0	5	180.36	1066	
-0.46	4.72	53.14	-57.1	0	5	180.36	1066	
-0.49	4.72	53.14	-57.1	0	5	180.36	1066	
-0.49	4.74	53.13	-57.1	0	5	180.36	1066	
-0.52	4.73	53.11	-57.1	0	5	180.36	1066	
-0.51	4.68	53.11	-57.1	0	5	180.36	1066	
-0.54	4.69	53.13	-57.1	0	5	180.36	1066	
-0.58	4.67	53.12	-57.1	0	5	180.36	1066	
-0.57	4.62	53.11	-57.1	0	5	180.36	1066	
-0.57	4.58	53.1	-57.1	0	5	180.36	1066	
-0.54	4.53	53.09	-57.1	0	5	180.36	1066	
-0.59	4.54	53.1	-57.1	0	5	180.36	1066	
-0.55	4.55	53.08	-57.1	0	5	180.36	1066	
-0.53	4.55	53.09	-57	0	5	180.36	1066	
-0.52	4.58	53.09	-57	0	5	180.36	1066	
-0.58	4.62	53.09	-57	0	5	180.36	1066	
-0.62	4.64	53.08	-57	0	5	180.36	1066	
-0.65	4.64	53.07	-57	0	5	180.36	1066	
-0.65	4.63	53.08	-57	0	5	180.36	1066	
-0.7	4.62	53.08	-57	0	5	180.36	1066	
-0.73	4.59	53.07	-57	0	5	180.36	1066	
-0.75	4.56	53.07	-57	0	5	180.36	1066	
-0.75	4.54	53.08	-57	0	5	180.36	1066	
-0.81	4.51	53.11	-57	0	5	180.36	1066	
-0.88	4.48	53.1	-57	0	5	180.36	1066	
-0.9	4.47	53.1	-57	0	5	180.36	1066	
-0.88	4.42	53.1	-57	0	5	180.36	1066	
-0.9	4.42	53.11	-57	0	5	180.36	1066	
-0.89	4.38	53.1	-57	0	5	180.36	1066	
-0.84	4.38	53.12	-57	0	5	180.36	1066	
-0.82	4.4	53.14	-57	0	5	180.36	1066	
-0.83	4.41	53.15	-57	0	5	180.36	1066	
-0.79	4.44	53.15	-57.1	0	5	180.36	1066	
-0.73	4.45	53.16	-57	0	5	180.36	1066	
-0.74	4.47	53.16	-57	0	5	180.36	1066	
-0.74	4.48	53.16	-57	0	5	180.36	1066	
-0.71	4.47	53.14	-57	0	5	180.36	1066	
-0.7	4.48	53.15	-57	0	5	180.36	1066	
-0.7	4.47	53.17	-57	0	5	180.36	1066	
-0.75	4.47	53.17	-57	0	5	180.36	1066	
-0.74	4.46	53.14	-57	0	5	180.36	1066	
-0.73	4.47	53.15	-57	0	5	180.36	1066	
-0.75	4.48	53.16	-57	0	5	180.36	1066	
-0.76	4.49	53.16	-57	0	5	180.36	1066	
-0.73	4.47	53.14	-57	0	5	180.36	1066	
-0.72	4.49	53.16	-57	0	5	180.36	1066	
-0.7	4.52	53.17	-57	0	5	180.36	1066	
-0.72	4.52	53.16	-57	0	5	180.36	1066	
-0.71	4.53	53.14	-57	0	5	180.36	1066	
-0.7	4.55	53.14	-57	0	5	180.36	1066	
-0.72	4.56	53.14	-57	0	5	180.36	1066	
-0.76	4.57	53.13	-57	0	5	180.36	1066	
-0.79	4.59	53.12	-57	0	5	180.36	1066	
-0.8	4.6	53.1	-57	0	5	180.36	1066	
-0.8	4.61	53.11	-57	0	5	180.36	1066	
-0.79	4.61	53.11	-57	0	5	180.36	1066	
-0.75	4.6	53.11	-57	0	5	180.36	1066	
-0.68	4.59	53.1	-57.1	0	5	180.36	1066	
-0.62	4.59	53.12	-57	0	5	180.36	1066	
-0.58	4.59	53.12	-57	0	5	180.36	1066	
-0.57	4.6	53.1	-57	0	5	180.36	1066	
-0.57	4.63	53.07	-57	0	5	180.36	1066	
-0.59	4.66	53.06	-57	0	5	180.36	1066	
-0.61	4.7	53.05	-57	0	5	180.36	1066	
-0.66	4.73	53.04	-57	0	5	180.36	1066	
-0.64	4.72	53.02	-57	0	5	180.36	1066	
-0.6	4.71	53.02	-57	0	5	180.36	1066	
