Timestamp,Roll_Angle,Pitch_Angle,Yaw_Angle,Altitude,Roll_Setpoint,Pitch_Setpoint,Yaw_Setpoint,Altitude_Setpoint
2025-09-10T15:19:26.878337,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:26.982883,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:27.089148,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:27.195576,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:27.301433,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:27.407590,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:27.512049,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:27.615941,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:27.782932,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:27.890583,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:27.993884,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:28.101399,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:28.208669,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:28.313764,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:28.419258,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:28.525092,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:28.630862,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:28.737375,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:28.842774,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:28.948326,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:29.053193,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:29.159447,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:29.264821,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:29.370253,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:29.476752,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:29.582549,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:29.688289,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:29.794594,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:29.899431,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:30.006646,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:30.112215,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:30.217629,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:30.324413,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:30.430539,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:30.536137,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:30.643264,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:30.748764,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:30.854516,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:30.960652,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:31.067257,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:31.171342,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:31.277939,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:31.384215,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:31.490731,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:31.597489,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
2025-09-10T15:19:31.703053,0.000,0.000,0.000,0.0,0.400,-0.400,181.080,1000.0
