Timestamp,Roll_Angle,Pitch_Angle,Yaw_Angle,Altitude,Roll_Setpoint,Pitch_Setpoint,Yaw_Setpoint,Altitude_Setpoint
2025-09-03T15:05:42.577075,26.730,8.990,41.200,-61.3,26.730,8.990,41.200,-61.3
2025-09-03T15:05:42.579076,26.920,9.070,41.160,-61.3,26.920,9.070,41.160,-61.3
2025-09-03T15:05:42.580075,27.040,9.060,41.140,-61.3,27.040,9.060,41.140,-61.3
2025-09-03T15:05:42.582077,27.200,9.050,41.180,-61.3,27.200,9.050,41.180,-61.3
2025-09-03T15:05:42.583075,27.220,9.060,41.210,-61.3,27.220,9.060,41.210,-61.3
2025-09-03T15:05:42.585075,27.140,9.160,41.310,-61.3,27.140,9.160,41.310,-61.3
2025-09-03T15:05:43.666627,27.060,9.230,41.370,-61.3,27.060,9.230,41.370,-61.3
2025-09-03T15:05:43.668626,26.980,9.270,41.390,-61.3,26.980,9.270,41.390,-61.3
2025-09-03T15:05:43.669625,26.910,9.310,41.380,-61.3,26.910,9.310,41.380,-61.3
2025-09-03T15:05:43.671627,26.860,9.340,41.370,-61.3,26.860,9.340,41.370,-61.3
2025-09-03T15:05:43.672628,26.830,9.360,41.380,-61.3,26.830,9.360,41.380,-61.3
2025-09-03T15:05:44.766656,26.800,9.380,41.400,-61.3,26.800,9.380,41.400,-61.3
2025-09-03T15:05:44.768709,26.800,9.420,41.400,-61.3,26.800,9.420,41.400,-61.3
2025-09-03T15:05:44.770657,26.800,9.420,41.340,-61.3,26.800,9.420,41.340,-61.3
2025-09-03T15:05:45.856018,26.800,9.400,41.330,-61.3,26.800,9.400,41.330,-61.3
2025-09-03T15:05:45.861035,26.800,9.390,41.330,-61.3,26.800,9.390,41.330,-61.3
2025-09-03T15:05:45.862034,26.790,9.350,41.330,-61.3,26.790,9.350,41.330,-61.3
2025-09-03T15:05:45.864034,26.770,9.300,41.330,-61.3,26.770,9.300,41.330,-61.3
2025-09-03T15:05:45.866034,26.740,9.240,41.340,-61.3,26.740,9.240,41.340,-61.3
